,Product_A,Product_B,Lift,product_A_name,product_B_name
2944,27344,44632,1.5356573834868015,Uncured Genoa Salami,Sparkling Water Grapefruit
40667,28993,10132,1.5356055683541063,Iceberg Lettuce,Organic American Cheese Singles
2699,196,23909,1.5355831860434668,Soda,2% Reduced Fat Milk
409,30489,21903,1.5355612119843933,Original Hummus,Organic Baby Spinach
11641,46802,22935,1.535422492359933,Pineapple Chunks,Organic Yellow Onion
932,41950,30489,1.535348420748361,Organic Tomato Cluster,Original Hummus
11825,31343,49683,1.535301523139657,Shredded Mild Cheddar Cheese,Cucumber Kirby
20591,2086,3957,1.5352286242088107,Sustainably Soft Bath Tissue,100% Raw Coconut Water
7455,260,34358,1.5351061476051948,Cantaloupe,Garlic
42285,40545,11777,1.5350868905223511,Berry Medley,Red Raspberries
14056,25659,19057,1.5350762298523855,Organic Coconut Milk,Organic Large Extra Fancy Fuji Apple
5519,4799,34969,1.5350357454975325,Shredded Parmesan,Red Vine Tomato
10867,26165,46676,1.5349259868236078,Electrolyte Enhanced Water,Total 0% Nonfat Greek Yogurt
27336,47630,15290,1.534925882202186,Medium Navel Orange,Orange Bell Pepper
42422,40545,2966,1.5348914625286498,Berry Medley,Pure Coconut Water
31556,13198,32864,1.5348529564933646,85% Lean Ground Beef,Organic Baby Rainbow Carrots
16341,32864,8277,1.5347723656319054,Organic Baby Rainbow Carrots,Apple Honeycrisp Organic
31851,36070,34448,1.534716040336269,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",Original Veggie Straws
36426,36550,24489,1.534657121981595,Organic Extra Large Grade AA Brown Eggs,Organic Whole Strawberries
9800,21405,5785,1.534643478376144,"Organic Red Radish, Bunch",Organic Reduced Fat 2% Milk
20727,46969,5876,1.53453812391404,Organic Bosc Pear,Organic Lemon
40057,15872,31343,1.5345215223658348,Celery Hearts,Shredded Mild Cheddar Cheese
39386,19677,48679,1.5343649490352609,Original Pure Creamy Almond Milk,Organic Garnet Sweet Potato (Yam)
29260,18027,5479,1.534163361840271,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Italian Sparkling Mineral Water
7669,11182,41950,1.5341511887230008,Baby Spinach,Organic Tomato Cluster
12718,42701,36695,1.5341495656552941,Organic Sour Cream,Organic Hothouse Cucumbers
3535,33731,44359,1.5341235812816485,Grated Parmesan,Organic Small Bunch Celery
25515,13646,11777,1.534101280961823,Lemon Hummus,Red Raspberries
38427,15937,44910,1.5341012809618229,Shallot,Organic Spring Mix Salad
16588,35939,41787,1.5340113521902463,Organic Jalapeno Pepper,Bartlett Pears
12157,6046,27521,1.5339526835101798,Boneless Skinless Chicken Breast,Organic Lacinato (Dinosaur) Kale
41936,5646,49235,1.5338571120769702,Organic Turkey Bacon,Organic Half & Half
26335,28934,24852,1.533828162885172,Frozen Broccoli Florets,Banana
29512,31040,42585,1.5337897351890855,Sea Salt Pita Chips,Organic Extra Firm Tofu
17416,29987,28204,1.533775571351856,Shredded Mozzarella,Organic Fuji Apple
44605,13984,22035,1.5337623390076829,Organic Mint,Organic Whole String Cheese
36694,6104,42585,1.5337354820768792,Whole Milk Plain Yogurt,Organic Extra Firm Tofu
7323,41220,18465,1.5336866868730756,Organic Romaine Lettuce,Organic Grade A Free Range Large Brown Eggs
29991,1158,44142,1.5336838871120588,Mango Chunks,Red Onion
24482,1511,41290,1.533675870331536,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Lemonade
1580,34126,24184,1.5336723112148087,Organic Italian Parsley Bunch,Red Peppers
4285,7781,16797,1.5336571631033067,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Strawberries
7266,41220,47626,1.533545447164373,Organic Romaine Lettuce,Large Lemon
20609,2086,40604,1.5335210133490784,Sustainably Soft Bath Tissue,Feta Cheese Crumbles
18681,13629,46802,1.5335103846484015,Organic Snipped Green Beans,Pineapple Chunks
22686,2078,34243,1.5334835052130198,Unsalted Pure Irish Butter,Organic Baby Broccoli
13070,39408,30489,1.5334794634498234,Gala Apples,Original Hummus
28385,26790,35939,1.5333964271788196,Organic AppleApple,Organic Jalapeno Pepper
10555,25146,8193,1.533384266229243,Original Orange Juice,Russet Potato
7366,41220,40604,1.533353908520338,Organic Romaine Lettuce,Feta Cheese Crumbles
9072,14992,31717,1.533349224798641,Green Beans,Organic Cilantro
32949,41665,10749,1.533296523938889,Organic Mexican Blend Finely Shredded Cheese,Organic Red Bell Pepper
2145,29487,24852,1.5331539088293786,Roma Tomato,Banana
12687,42701,22963,1.533130197173131,Organic Sour Cream,Organic Roasted Turkey Breast
7373,41220,32655,1.5331208816031956,Organic Romaine Lettuce,Organic Large Grade AA Brown Eggs
18557,13629,30489,1.5330497557468803,Organic Snipped Green Beans,Original Hummus
44897,651,8424,1.5330400412430563,Organic Salted Butter,Broccoli Crown
1682,21938,30489,1.5329064072437486,Green Bell Pepper,Original Hummus
38198,37158,14233,1.5328695716911576,Chicken & Maple Breakfast Sausage,Natural Artesian Water
17515,29987,11182,1.5328538312248419,Shredded Mozzarella,Baby Spinach
4878,5479,31717,1.5325936176091932,Italian Sparkling Mineral Water,Organic Cilantro
40798,41149,41950,1.5324973111818418,Organic Riced Cauliflower,Organic Tomato Cluster
43188,24561,41787,1.532452230777407,Organic Cheese Frozen Pizza,Bartlett Pears
20303,33787,21137,1.5323962658403565,Total 2% Lowfat Greek Strained Yogurt with Peach,Organic Strawberries
11947,5212,45007,1.532384853133869,Watermelon Chunks,Organic Zucchini
24289,16083,20119,1.5323565526781024,Organic Large Brown Eggs,Sparkling Water Berry
15807,28289,22035,1.5322445138330094,Organic Shredded Carrots,Organic Whole String Cheese
25536,13646,24489,1.5321937879174192,Lemon Hummus,Organic Whole Strawberries
37917,44422,18027,1.5320760647493321,Organic Old Fashioned Rolled Oats,Ezekiel 4:9 Bread Organic Sprouted Whole Grain
7664,11182,27104,1.5320472880947755,Baby Spinach,Fresh Cauliflower
25666,2966,30391,1.532004293071742,Pure Coconut Water,Organic Cucumber
6293,43295,27344,1.5319998335943046,Unsweetened Vanilla Almond Milk,Uncured Genoa Salami
28537,14084,38739,1.5319411346195024,Organic Unsweetened Vanilla Almond Milk,Hass Avocado
1626,11520,5450,1.5319272340778116,Large Alfresco Eggs,Small Hass Avocado
3443,46906,24184,1.531903375149343,Grape White/Green Seedless,Red Peppers
18947,42450,37646,1.531880518287716,Macaroni & Cheese,Organic Gala Apples
34748,30169,37646,1.531880518287716,Total 2% All Natural Plain Greek Yogurt,Organic Gala Apples
19681,5818,28289,1.5318142010509865,White Onion,Organic Shredded Carrots
24870,17122,41787,1.5317967063497406,Honeycrisp Apples,Bartlett Pears
23269,40723,44359,1.5317159927380757,Organic Cripps Pink Apples,Organic Small Bunch Celery
15755,28289,21137,1.531557933771666,Organic Shredded Carrots,Organic Strawberries
17319,18531,26369,1.5315546589003703,Organic Heavy Whipping Cream,Organic Roma Tomato
16844,28465,27966,1.5315456149971527,Icelandic Style Skyr Blueberry Non-fat Yogurt,Organic Raspberries
42595,329,42585,1.5315252231859313,Organic Whole Grassmilk Milk,Organic Extra Firm Tofu
33200,21019,8424,1.5314871041958964,Roasted Red Pepper Hummus,Broccoli Crown
9976,39475,40604,1.5314003058548187,Total Greek Strained Yogurt,Feta Cheese Crumbles
27966,5782,24852,1.5313545216481754,Grade A Large White Eggs,Banana
33550,4562,43122,1.531338795497953,English Seedless Cucumber,Organic Bartlett Pear
36227,16349,32864,1.5312566042693263,Organic Yams,Organic Baby Rainbow Carrots
10665,31553,4210,1.5311066835393052,Fresh Ginger Root,Whole Milk
12839,43789,20842,1.5310761782655669,Organic Basil,Total 0% Greek Yogurt
1308,8277,21616,1.530955396253796,Apple Honeycrisp Organic,Organic Baby Arugula
12083,5212,44683,1.5308896003905283,Watermelon Chunks,Brussels Sprouts
10046,18362,27086,1.530863499601133,Organic Bread with 21 Whole Grains,Half & Half
4856,5479,47209,1.5307227459381696,Italian Sparkling Mineral Water,Organic Hass Avocado
2463,5785,43961,1.530634656535951,Organic Reduced Fat 2% Milk,Organic Peeled Whole Baby Carrots
26598,17461,21616,1.5305681158667048,Air Chilled Organic Boneless Skinless Chicken Breasts,Organic Baby Arugula
43618,22959,39180,1.530501677014201,Reduced Fat Milk 100% Lactose Free,Organic Lowfat 1% Milk
42641,329,5212,1.5304851381447182,Organic Whole Grassmilk Milk,Watermelon Chunks
32590,23165,23375,1.5304174261236905,Organic Leek,Marinara Sauce
14923,35921,35951,1.5304061933724455,Organic Large Grade A Brown Eggs,Organic Unsweetened Almond Milk
1369,24838,41950,1.5303599178590788,Unsweetened Almondmilk,Organic Tomato Cluster
12649,42701,3957,1.530119229101554,Organic Sour Cream,100% Raw Coconut Water
11813,31343,37646,1.5300841487760315,Shredded Mild Cheddar Cheese,Organic Gala Apples
17117,42342,28199,1.5300548163401484,Roasted Turkey Breast,"Clementines, Bag"
44491,33768,26790,1.529955563261444,Sinfully Sweet Campari Tomatoes,Organic AppleApple
21141,38456,43352,1.5299390658905108,Large Grapefruit,Raspberries
15224,43768,35921,1.5299238755566489,Organic Bell Pepper,Organic Large Grade A Brown Eggs
21904,49520,25659,1.5298921075001635,Orange Sparkling Water,Organic Coconut Milk
12644,42701,46906,1.5298782198983811,Organic Sour Cream,Grape White/Green Seedless
30403,45,42265,1.5298493318499062,European Cucumber,Organic Baby Carrots
7913,22963,27104,1.5297234893912732,Organic Roasted Turkey Breast,Fresh Cauliflower
37924,44422,36865,1.5296528523100292,Organic Old Fashioned Rolled Oats,Non Fat Raspberry Yogurt
25427,13646,21137,1.5296478629792196,Lemon Hummus,Organic Strawberries
27054,39993,43352,1.529636282918635,Vine Ripe Tomatoes,Raspberries
8458,1940,196,1.529607109102723,Organic 2% Reduced Fat Milk,Soda
33152,41665,7948,1.5295280532195306,Organic Mexican Blend Finely Shredded Cheese,Organic Unsalted Butter
27696,14678,44910,1.529414617170697,Organic Frozen Peas,Organic Spring Mix Salad
31850,36070,40332,1.5293840795707696,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale","Cage Free Brown Eggs-Large, Grade A"
34739,30169,46979,1.5293819606805086,Total 2% All Natural Plain Greek Yogurt,Asparagus
11451,24830,22963,1.5293573935559264,Organic Romaine,Organic Roasted Turkey Breast
39219,43086,42701,1.5293001074585657,Super Greens Salad,Organic Sour Cream
12041,5212,40604,1.529273032702682,Watermelon Chunks,Feta Cheese Crumbles
29967,1158,27344,1.5291999557382077,Mango Chunks,Uncured Genoa Salami
16051,31683,28849,1.5291921568627451,Original No Pulp 100% Florida Orange Juice,No Salt Added Black Beans
26221,890,8193,1.529145796205882,Organic Diced Tomatoes,Russet Potato
42825,40709,8424,1.5291345894429074,Sea Salt & Vinegar Potato Chips,Broccoli Crown
1597,11520,13176,1.5291297840654507,Large Alfresco Eggs,Bag of Organic Bananas
44326,33768,196,1.5291167718342176,Sinfully Sweet Campari Tomatoes,Soda
37964,37158,24964,1.5288995271559163,Chicken & Maple Breakfast Sausage,Organic Garlic
33507,4562,38739,1.528874023812572,English Seedless Cucumber,Hass Avocado
10608,31553,46979,1.5287786541871435,Fresh Ginger Root,Asparagus
1608,11520,45007,1.5287079946295252,Large Alfresco Eggs,Organic Zucchini
10863,26165,36011,1.5286965794095508,Electrolyte Enhanced Water,Organic Fat Free Milk
20572,2086,8174,1.5286783154121864,Sustainably Soft Bath Tissue,Organic Navel Orange
19319,10132,22935,1.5286399484615378,Organic American Cheese Singles,Organic Yellow Onion
36565,36550,39619,1.528615699305712,Organic Extra Large Grade AA Brown Eggs,Organic Tomato Basil Pasta Sauce
41545,48745,30450,1.5286067856243286,Globe Eggplant,Creamy Almond Butter
16526,35939,25890,1.528561746987952,Organic Jalapeno Pepper,Boneless Skinless Chicken Breasts
10807,26165,20114,1.5284545055252423,Electrolyte Enhanced Water,Jalapeno Peppers
9817,21405,31506,1.5284347895958559,"Organic Red Radish, Bunch",Extra Virgin Olive Oil
26347,28934,45007,1.5283390088717097,Frozen Broccoli Florets,Organic Zucchini
37261,24024,41844,1.52807584823188,1% Lowfat Milk,Honey Nut Cheerios
34767,30169,8277,1.5280153395055909,Total 2% All Natural Plain Greek Yogurt,Apple Honeycrisp Organic
25482,13646,11520,1.5279283319800034,Lemon Hummus,Large Alfresco Eggs
26898,21376,30233,1.5278774119301264,Pretzel Crisps Original Deli Style Pretzel Crackers,Organic Large Brown Grade AA Cage Free Eggs
24346,1511,26604,1.5277847430388547,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Organic Blackberries
17991,21267,26604,1.5277847430388547,Sourdough Bread,Organic Blackberries
44074,13535,42828,1.5277574277153727,Organic Medium Salsa,Whipped Cream Cheese
42119,5646,25466,1.5276200347317634,Organic Turkey Bacon,Water
39176,43086,5025,1.5275871817109643,Super Greens Salad,Green Onions
38801,27695,4605,1.5275244595704143,Natural Chicken & Sage Breakfast Sausage,Yellow Onions
10934,44683,34126,1.5274858225601204,Brussels Sprouts,Organic Italian Parsley Bunch
16374,32864,33731,1.5274738557409926,Organic Baby Rainbow Carrots,Grated Parmesan
182,45066,39275,1.5274581282067239,Honeycrisp Apple,Organic Blueberries
17963,21267,27966,1.527450069491639,Sourdough Bread,Organic Raspberries
2600,46667,49683,1.5273911975246537,Organic Ginger Root,Cucumber Kirby
40833,41149,9839,1.5273781279376875,Organic Riced Cauliflower,Organic Broccoli
25691,2966,24184,1.5273357380295638,Pure Coconut Water,Red Peppers
11968,5212,21616,1.5272302748552866,Watermelon Chunks,Organic Baby Arugula
12353,36695,42736,1.5272050938379182,Organic Hothouse Cucumbers,Unsalted Butter
1711,34969,24852,1.5271969592713317,Red Vine Tomato,Banana
5032,9387,21709,1.5271927490721287,Granny Smith Apples,Sparkling Lemon Water
6003,16185,27966,1.5271658940240331,Sharp Cheddar Cheese,Organic Raspberries
29224,18027,18465,1.5271550495520645,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Organic Grade A Free Range Large Brown Eggs
20549,2086,48679,1.5270210832288371,Sustainably Soft Bath Tissue,Organic Garnet Sweet Potato (Yam)
1397,10749,45066,1.52701906827869,Organic Red Bell Pepper,Honeycrisp Apple
23035,48364,5450,1.5270074727435257,Sweet Onion,Small Hass Avocado
40051,15872,44683,1.5270008037764964,Celery Hearts,Brussels Sprouts
1658,21938,47209,1.526872688902623,Green Bell Pepper,Organic Hass Avocado
44256,33768,21903,1.5268148306148148,Sinfully Sweet Campari Tomatoes,Organic Baby Spinach
37037,43713,32864,1.5267195476640836,Organic Creamy Peanut Butter,Organic Baby Rainbow Carrots
27694,14678,20119,1.526665519596394,Organic Frozen Peas,Sparkling Water Berry
9225,46676,35951,1.5266643689387722,Total 0% Nonfat Greek Yogurt,Organic Unsweetened Almond Milk
18000,21267,35951,1.5265512659332203,Sourdough Bread,Organic Unsweetened Almond Milk
1358,24838,37646,1.5264873375017212,Unsweetened Almondmilk,Organic Gala Apples
38674,21292,43154,1.5264051206894393,Rainbow Bell Peppers,Sparkling Mineral Water
28312,26790,42585,1.526316525224465,Organic AppleApple,Organic Extra Firm Tofu
43826,20955,40310,1.5262371565193664,Cereal,Oven Roasted Turkey Breast
41851,6348,14678,1.5261575116369914,Mini Original Babybel Cheese,Organic Frozen Peas
24158,16083,22825,1.5261002682696934,Organic Large Brown Eggs,Organic D'Anjou Pears
10356,38293,35221,1.5260862446417576,Ground Turkey Breast,Lime Sparkling Water
9892,39475,42265,1.5259218114946476,Total Greek Strained Yogurt,Organic Baby Carrots
30726,14233,14947,1.5258184112005961,Natural Artesian Water,Pure Sparkling Water
28287,26790,33731,1.525798075317799,Organic AppleApple,Grated Parmesan
11074,26620,43961,1.5257932362318032,Peach Pear Flavored Sparkling Water,Organic Peeled Whole Baby Carrots
17776,3952,27845,1.5257113635498727,Organic Broccoli Crowns,Organic Whole Milk
10897,44683,45066,1.5257089249238938,Brussels Sprouts,Honeycrisp Apple
30861,14233,39993,1.5255888612666106,Natural Artesian Water,Vine Ripe Tomatoes
15781,28289,19057,1.5255524820707869,Organic Shredded Carrots,Organic Large Extra Fancy Fuji Apple
15819,28289,29487,1.5255524820707866,Organic Shredded Carrots,Roma Tomato
17548,29987,36695,1.525327544001152,Shredded Mozzarella,Organic Hothouse Cucumbers
7280,41220,4605,1.5253106560058194,Organic Romaine Lettuce,Yellow Onions
11102,26620,20114,1.5252688821606262,Peach Pear Flavored Sparkling Water,Jalapeno Peppers
29417,31040,24964,1.5251901348492436,Sea Salt Pita Chips,Organic Garlic
15581,17600,47209,1.5248861117615458,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",Organic Hass Avocado
9149,14992,37687,1.5248380120248661,Green Beans,Organic Spring Mix
43636,22959,6104,1.524812390727809,Reduced Fat Milk 100% Lactose Free,Whole Milk Plain Yogurt
41628,6348,45007,1.5247911000605623,Mini Original Babybel Cheese,Organic Zucchini
17502,29987,24489,1.5247535778425534,Shredded Mozzarella,Organic Whole Strawberries
34335,47734,38293,1.5247026123638185,Organic Green Cabbage,Ground Turkey Breast
38415,15937,3952,1.5246171407216034,Shallot,Organic Broccoli Crowns
29167,18027,47626,1.5245658879613453,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Large Lemon
17024,42342,47766,1.5245481923224715,Roasted Turkey Breast,Organic Avocado
4794,14947,5077,1.5244858187017307,Pure Sparkling Water,100% Whole Wheat Bread
20060,47672,43789,1.5243335039380081,Uncured Hickory Smoked Sunday Bacon,Organic Basil
32039,39180,23734,1.52430492194816,Organic Lowfat 1% Milk,Sour Cream
18228,24799,46906,1.5242947227454673,Vanilla Skyr Nonfat Yogurt,Grape White/Green Seedless
4718,28199,39928,1.5242815219780101,"Clementines, Bag",Organic Kiwi
40395,37766,49520,1.5241713570981865,XL Emerald White Seedless Grapes,Orange Sparkling Water
14806,41290,9387,1.5241457251836987,Lemonade,Granny Smith Apples
19778,20119,27344,1.5241132593295827,Sparkling Water Berry,Uncured Genoa Salami
20366,33787,37067,1.5241065420607505,Total 2% Lowfat Greek Strained Yogurt with Peach,Organic Banana
24257,16083,10246,1.5240079684122134,Organic Large Brown Eggs,Organic Celery Hearts
23022,48364,40706,1.5239871468807802,Sweet Onion,Organic Grape Tomatoes
4348,7781,5785,1.5239818885209837,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Reduced Fat 2% Milk
21006,23375,38739,1.5239160776694693,Marinara Sauce,Hass Avocado
6360,32655,37646,1.523914454627741,Organic Large Grade AA Brown Eggs,Organic Gala Apples
23440,30450,47766,1.5238635042013038,Creamy Almond Butter,Organic Avocado
33547,4562,46676,1.523711915686997,English Seedless Cucumber,Total 0% Nonfat Greek Yogurt
11796,31343,30391,1.5236863127906721,Shredded Mild Cheddar Cheese,Organic Cucumber
8590,42768,15290,1.5236500263182398,Organic Garbanzo Beans,Orange Bell Pepper
7098,20842,27344,1.5235729918253589,Total 0% Greek Yogurt,Uncured Genoa Salami
6047,16185,24838,1.5235556615259342,Sharp Cheddar Cheese,Unsweetened Almondmilk
17218,18531,22935,1.5234849597931317,Organic Heavy Whipping Cream,Organic Yellow Onion
28446,14084,47209,1.5234218462422817,Organic Unsweetened Vanilla Almond Milk,Organic Hass Avocado
16570,35939,5479,1.5233687666196118,Organic Jalapeno Pepper,Italian Sparkling Mineral Water
17288,18531,46906,1.5233087978107078,Organic Heavy Whipping Cream,Grape White/Green Seedless
30957,36865,47144,1.5232381790584062,Non Fat Raspberry Yogurt,Unsweetened Original Almond Breeze Almond Milk
22654,2078,20114,1.5232117154631366,Unsalted Pure Irish Butter,Jalapeno Peppers
39083,43086,46979,1.5232092556026857,Super Greens Salad,Asparagus
1657,21938,47766,1.5231872691820358,Green Bell Pepper,Organic Avocado
40761,41149,47626,1.5230997578314194,Organic Riced Cauliflower,Large Lemon
6010,16185,30391,1.5230273119658893,Sharp Cheddar Cheese,Organic Cucumber
21714,5258,18531,1.5229798131160543,Sparkling Water,Organic Heavy Whipping Cream
44002,13535,48679,1.5228251268980026,Organic Medium Salsa,Organic Garnet Sweet Potato (Yam)
9950,39475,4210,1.5228240353285052,Total Greek Strained Yogurt,Whole Milk
28204,26790,13176,1.522634034006724,Organic AppleApple,Bag of Organic Bananas
39728,28156,42736,1.5225535391085085,Total 0% Nonfat Plain Greek Yogurt,Unsalted Butter
15997,31683,29487,1.5225390450691654,Original No Pulp 100% Florida Orange Juice,Roma Tomato
4601,38739,5077,1.5224520534900488,Hass Avocado,100% Whole Wheat Bread
37182,24024,22035,1.5224514073040865,1% Lowfat Milk,Organic Whole String Cheese
11733,46802,4799,1.522425663724439,Pineapple Chunks,Shredded Parmesan
12420,33120,40706,1.5223910422488744,Organic Egg Whites,Organic Grape Tomatoes
22366,40571,24852,1.5222552189790413,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Banana
3265,47144,28204,1.5222437103563322,Unsweetened Original Almond Breeze Almond Milk,Organic Fuji Apple
28238,26790,27086,1.52213010388207,Organic AppleApple,Half & Half
16575,35939,37687,1.52201709133414,Organic Jalapeno Pepper,Organic Spring Mix
11668,46802,24184,1.5220072594002185,Pineapple Chunks,Red Peppers
43988,13535,37646,1.5220001306989248,Organic Medium Salsa,Organic Gala Apples
4330,7781,24838,1.521989667997069,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Unsweetened Almondmilk
37809,44422,43772,1.5219389377114698,Organic Old Fashioned Rolled Oats,Cherubs Heavenly Salad Tomatoes
14894,35921,4920,1.5218107889655474,Organic Large Grade A Brown Eggs,Seedless Red Grapes
33218,21019,37067,1.5217096565587063,Roasted Red Pepper Hummus,Organic Banana
9566,17948,32655,1.5216768677160002,Frozen Organic Wild Blueberries,Organic Large Grade AA Brown Eggs
2121,37067,5077,1.5216147276967873,Organic Banana,100% Whole Wheat Bread
44325,33768,46667,1.5216088335109728,Sinfully Sweet Campari Tomatoes,Organic Ginger Root
29153,44987,39993,1.5215986550034897,Heavy Whipping Cream,Vine Ripe Tomatoes
36425,36550,16185,1.5215088638482466,Organic Extra Large Grade AA Brown Eggs,Sharp Cheddar Cheese
39210,43086,30776,1.5214522934310006,Super Greens Salad,Organic Raw Kombucha Gingerade
5218,30233,27521,1.5213353953873316,Organic Large Brown Grade AA Cage Free Eggs,Organic Lacinato (Dinosaur) Kale
31732,36070,40604,1.5213091900271014,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",Feta Cheese Crumbles
32230,4472,5479,1.5212257979329962,Toasted Coconut Almondmilk Blend,Italian Sparkling Mineral Water
12550,33120,26165,1.521180863679907,Organic Egg Whites,Electrolyte Enhanced Water
11938,5212,21903,1.5211578606973382,Watermelon Chunks,Organic Baby Spinach
35404,35042,42701,1.521156869399681,Black Beans,Organic Sour Cream
44403,33768,30776,1.5211561758184216,Sinfully Sweet Campari Tomatoes,Organic Raw Kombucha Gingerade
30488,45,42736,1.5211539495124797,European Cucumber,Unsalted Butter
21001,23375,6184,1.5210729506588918,Marinara Sauce,Clementines
16346,32864,34126,1.520915089111436,Organic Baby Rainbow Carrots,Organic Italian Parsley Bunch
27815,34050,38689,1.520848596343361,Orange Juice,Organic Reduced Fat Milk
206,4605,4920,1.5207261446537885,Yellow Onions,Seedless Red Grapes
1959,18465,47626,1.5207102886360349,Organic Grade A Free Range Large Brown Eggs,Large Lemon
11206,30776,49235,1.520689557769176,Organic Raw Kombucha Gingerade,Organic Half & Half
19917,47672,40706,1.5206119865944097,Uncured Hickory Smoked Sunday Bacon,Organic Grape Tomatoes
7745,11182,20842,1.520550029539991,Baby Spinach,Total 0% Greek Yogurt
21347,4957,43352,1.5205423448342437,Total 2% Lowfat Greek Strained Yogurt With Blueberry,Raspberries
3610,38689,24184,1.520481288580247,Organic Reduced Fat Milk,Red Peppers
10627,31553,39877,1.5204298811276415,Fresh Ginger Root,Organic Granny Smith Apple
22842,25466,8277,1.5203534121262776,Water,Apple Honeycrisp Organic
26871,21376,15290,1.5203148323196447,Pretzel Crisps Original Deli Style Pretzel Crackers,Orange Bell Pepper
10080,18362,8174,1.5202495126705653,Organic Bread with 21 Whole Grains,Organic Navel Orange
9728,43122,1463,1.5201915408471,Organic Bartlett Pear,Organic Milk
37382,24024,4472,1.520190245994308,1% Lowfat Milk,Toasted Coconut Almondmilk Blend
4388,432,40706,1.520172111069327,Vanilla Almond Breeze Almond Milk,Organic Grape Tomatoes
29408,31040,47209,1.5201674164189214,Sea Salt Pita Chips,Organic Hass Avocado
5274,20995,5876,1.520090975771342,Organic Broccoli Florets,Organic Lemon
9170,14992,8021,1.52008004434942,Green Beans,100% Recycled Paper Towels
1598,11520,21137,1.5199442413145332,Large Alfresco Eggs,Organic Strawberries
32451,23165,29487,1.5199408555724605,Organic Leek,Roma Tomato
3427,46906,8518,1.5198966900916568,Grape White/Green Seedless,Organic Red Onion
21138,38456,46979,1.5198414371050473,Large Grapefruit,Asparagus
36870,43713,24964,1.519806072451917,Organic Creamy Peanut Butter,Organic Garlic
9673,43122,21709,1.5196809688873105,Organic Bartlett Pear,Sparkling Lemon Water
12910,23734,5450,1.5196606295048563,Sour Cream,Small Hass Avocado
24220,16083,1940,1.5196096770170844,Organic Large Brown Eggs,Organic 2% Reduced Fat Milk
9059,14992,24964,1.5195580592093594,Green Beans,Organic Garlic
9087,14992,39877,1.5195107819038733,Green Beans,Organic Granny Smith Apple
15550,38383,30776,1.519500044979207,Organic White Onions,Organic Raw Kombucha Gingerade
23503,30450,27521,1.5194420262998367,Creamy Almond Butter,Organic Lacinato (Dinosaur) Kale
7175,28849,27086,1.5193369979570774,No Salt Added Black Beans,Half & Half
15082,43768,49235,1.519333615229926,Organic Bell Pepper,Organic Half & Half
9651,43122,35221,1.5192212771363482,Organic Bartlett Pear,Lime Sparkling Water
58,39275,21903,1.5191654959436935,Organic Blueberries,Organic Baby Spinach
28610,14084,46654,1.5191631270091452,Organic Unsweetened Vanilla Almond Milk,Organic Grade A Large Brown Eggs
44900,651,17794,1.5191430860261472,Organic Salted Butter,Carrots
17527,29987,46676,1.5191118653377407,Shredded Mozzarella,Total 0% Nonfat Greek Yogurt
23318,40723,14947,1.5190807118505725,Organic Cripps Pink Apples,Pure Sparkling Water
29490,31040,31506,1.5189192422676328,Sea Salt Pita Chips,Extra Virgin Olive Oil
24344,1511,28985,1.5189072684307563,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Michigan Organic Kale
22395,40571,30489,1.5188359805426888,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Original Hummus
10307,38293,39275,1.5187592438598514,Ground Turkey Breast,Organic Blueberries
9055,14992,27845,1.5187311810504676,Green Beans,Organic Whole Milk
19465,10132,42701,1.5187307818886768,Organic American Cheese Singles,Organic Sour Cream
14282,46654,16759,1.5186580301033457,Organic Grade A Large Brown Eggs,Organic Carrot Bunch
3412,46906,26209,1.5186399519319413,Grape White/Green Seedless,Limes
27232,39993,46969,1.518589640102755,Vine Ripe Tomatoes,Organic Bosc Pear
20697,2086,35108,1.5185546179591256,Sustainably Soft Bath Tissue,Salted Butter
4288,7781,27845,1.5184735202492212,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Whole Milk
11502,13870,43352,1.5183450293070266,Lightly Salted Baked Snap Pea Crisps,Raspberries
18774,35108,10749,1.5183420364688045,Salted Butter,Organic Red Bell Pepper
38468,15937,18027,1.5183045945043943,Shallot,Ezekiel 4:9 Bread Organic Sprouted Whole Grain
22373,40571,16797,1.518251672170733,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Strawberries
659,26604,30489,1.518224137638111,Organic Blackberries,Original Hummus
43114,24561,41950,1.5182109775663437,Organic Cheese Frozen Pizza,Organic Tomato Cluster
24445,1511,14992,1.517949168808113,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Green Beans
